id,link
382,https://myanimelist.net/anime/232/Cardcaptor_Sakura
383,https://myanimelist.net/anime/813/Dragon_Ball_Z
384,https://myanimelist.net/anime/239/Gankutsuou
385,https://myanimelist.net/anime/40421/Given_Movie
386,https://myanimelist.net/anime/49053/Given__Uragawa_no_Sonzai
387,https://myanimelist.net/anime/36296/Hinamatsuri_TV
388,https://myanimelist.net/anime/18/Initial_D_Fourth_Stage
389,https://myanimelist.net/anime/186/Initial_D_Second_Stage
390,https://myanimelist.net/anime/33323/Kamisama_Hajimemashita__Kamisama_Shiawase_ni_Naru
391,https://myanimelist.net/anime/33486/Boku_no_Hero_Academia_2nd_Season
392,https://myanimelist.net/anime/36946/Dragon_Ball_Super__Broly
393,https://myanimelist.net/anime/39792/Eizouken_ni_wa_Te_wo_Dasu_na
394,https://myanimelist.net/anime/37962/IDOLiSH7__Second_Beat
395,https://myanimelist.net/anime/3701/Kaiba
396,https://myanimelist.net/anime/1604/Katekyo_Hitman_Reborn
397,https://myanimelist.net/anime/50631/Komi-san_wa_Comyushou_desu_2nd_Season
398,https://myanimelist.net/anime/35857/Lupin_III__Part_5
399,https://myanimelist.net/anime/4477/Nodame_Cantabile__Paris-hen
400,https://myanimelist.net/anime/1827/Seirei_no_Moribito
401,https://myanimelist.net/anime/10153/Mahou_Shoujo_Lyrical_Nanoha__The_Movie_2nd_As
402,https://myanimelist.net/anime/42894/Natsume_Yuujinchou__Ishi_Okoshi_to_Ayashiki_Raihousha
403,https://myanimelist.net/anime/37430/Tensei_shitara_Slime_Datta_Ken
404,https://myanimelist.net/anime/2236/Toki_wo_Kakeru_Shoujo
405,https://myanimelist.net/anime/34572/Black_Clover
406,https://myanimelist.net/anime/3371/Ginga_Eiyuu_Densetsu_Gaiden
407,https://myanimelist.net/anime/36370/Ginga_Eiyuu_Densetsu__Die_Neue_These_-_Seiran_2
408,https://myanimelist.net/anime/731/Interstella5555__The_5tory_of_The_5ecret_5tar_5ystem
409,https://myanimelist.net/anime/35608/Chuunibyou_demo_Koi_ga_Shitai_Movie__Take_On_Me
410,https://myanimelist.net/anime/1364/Detective_Conan_Movie_05__Countdown_to_Heaven
411,https://myanimelist.net/anime/6467/Detective_Conan_Movie_14__The_Lost_Ship_in_the_Sky
412,https://myanimelist.net/anime/6746/Durarara
413,https://myanimelist.net/anime/121/Fullmetal_Alchemist
414,https://myanimelist.net/anime/35110/Haikyuu_Movie_3__Sainou_to_Sense
415,https://myanimelist.net/anime/40815/Honzuki_no_Gekokujou__Shisho_ni_Naru_Tame_ni_wa_Shudan_wo_Erandeiraremasen_2nd_Season
416,https://myanimelist.net/anime/30831/Kono_Subarashii_Sekai_ni_Shukufuku_wo
417,https://myanimelist.net/anime/8129/Kuragehime
418,https://myanimelist.net/anime/2581/Mobile_Suit_Gundam_00
419,https://myanimelist.net/anime/39592/Mobile_Suit_Gundam__The_Origin_-_Advent_of_the_Red_Comet
420,https://myanimelist.net/anime/15323/One_Piece__Episode_of_Nami_-_Koukaishi_no_Namida_to_Nakama_no_Kizuna
421,https://myanimelist.net/anime/721/Princess_Tutu
422,https://myanimelist.net/anime/44931/Tonikaku_Kawaii__SNS
423,https://myanimelist.net/anime/32902/Mahoutsukai_no_Yome__Hoshi_Matsu_Hito
424,https://myanimelist.net/anime/40435/Mo_Dao_Zu_Shi_Q
425,https://myanimelist.net/anime/6336/Mobile_Suit_Gundam_Unicorn
426,https://myanimelist.net/anime/40542/Saiki_Kusuo_no_Ψ-nan__Ψ-shidou-hen
427,https://myanimelist.net/anime/39783/5-toubun_no_Hanayome_∬
428,https://myanimelist.net/anime/3702/Detroit_Metal_City
429,https://myanimelist.net/anime/18689/Diamond_no_Ace
430,https://myanimelist.net/anime/25313/Gintama__Futon_ni_Haitte_kara_Buki_Nokoshi_ni_Kizuite_Neru_ni_Nerenai_Toki_mo_Aru
431,https://myanimelist.net/anime/32122/Gintama°__Umai-mono_wa_Atomawashi_ni_Suru_to_Yokodorisareru_kara_Yappari_Saki_ni_Kue
432,https://myanimelist.net/anime/1566/Koukaku_Kidoutai__Stand_Alone_Complex_-_Solid_State_Society
433,https://myanimelist.net/anime/30370/Akatsuki_no_Yona_OVA
434,https://myanimelist.net/anime/3901/Baccano_Specials
435,https://myanimelist.net/anime/20899/JoJo_no_Kimyou_na_Bouken_Part_3__Stardust_Crusaders
436,https://myanimelist.net/anime/16662/Kaze_Tachinu
437,https://myanimelist.net/anime/31051/Kuroko_no_Basket__Saikou_no_Present_Desu
438,https://myanimelist.net/anime/19815/No_Game_No_Life
439,https://myanimelist.net/anime/4155/One_Piece_Film__Strong_World
440,https://myanimelist.net/anime/13759/Sakura-sou_no_Pet_na_Kanojo
441,https://myanimelist.net/anime/32282/Shokugeki_no_Souma__Ni_no_Sara
442,https://myanimelist.net/anime/29831/Tamayura__Sotsugyou_Shashin_Part_4_-_Ashita
443,https://myanimelist.net/anime/4224/Toradora
444,https://myanimelist.net/anime/4938/Tsubasa__Shunraiki
445,https://myanimelist.net/anime/28025/Tsukimonogatari
446,https://myanimelist.net/anime/34076/Uchouten_Kazoku_2
447,https://myanimelist.net/anime/23283/Zankyou_no_Terror
448,https://myanimelist.net/anime/24833/Ansatsu_Kyoushitsu
449,https://myanimelist.net/anime/16918/Gin_no_Saji
450,https://myanimelist.net/anime/3016/Ginga_Eiyuu_Densetsu__Arata_naru_Tatakai_no_Overture
451,https://myanimelist.net/anime/12069/Hajime_no_Ippo__Boxer_no_Kobushi
452,https://myanimelist.net/anime/42429/Honzuki_no_Gekokujou__Shisho_ni_Naru_Tame_ni_wa_Shudan_wo_Erandeiraremasen_3rd_Season
453,https://myanimelist.net/anime/12189/Hyouka
454,https://myanimelist.net/anime/39198/Kanata_no_Astra
455,https://myanimelist.net/anime/50203/Love_Live_Superstar_2nd_Season
456,https://myanimelist.net/anime/302/Mirai_Shounen_Conan
457,https://myanimelist.net/anime/3927/Mobile_Suit_Gundam_00_Second_Season
458,https://myanimelist.net/anime/40080/Quanzhi_Gaoshou__Dianfeng_Rongyao
459,https://myanimelist.net/anime/9130/Saint_Seiya__The_Lost_Canvas_-_Meiou_Shinwa_2
460,https://myanimelist.net/anime/4722/Skip_Beat
461,https://myanimelist.net/anime/21469/Stand_By_Me_Doraemon
462,https://myanimelist.net/anime/42249/Tokyo_Revengers
463,https://myanimelist.net/anime/34822/Tsuki_ga_Kirei
464,https://myanimelist.net/anime/40907/World_Trigger_2nd_Season
465,https://myanimelist.net/anime/24277/Yowamushi_Pedal__Grande_Road
466,https://myanimelist.net/anime/10534/Doraemon_Movie_31__Shin_Nobita_to_Tetsujin_Heidan_-_Habatake_Tenshi-tachi
467,https://myanimelist.net/anime/2951/Gintama__Nanigoto_mo_Saiyo_ga_Kanjin_nano_de_Tasho_Senobisuru_Kurai_ga_Choudoyoi
468,https://myanimelist.net/anime/135/Hikaru_no_Go
469,https://myanimelist.net/anime/15059/Initial_D_Fifth_Stage
470,https://myanimelist.net/anime/14713/Kamisama_Hajimemashita
471,https://myanimelist.net/anime/38993/Karakai_Jouzu_no_Takagi-san_2
472,https://myanimelist.net/anime/31658/Kuroko_no_Basket_Movie_4__Last_Game
473,https://myanimelist.net/anime/6547/Angel_Beats
474,https://myanimelist.net/anime/36456/Boku_no_Hero_Academia_3rd_Season
475,https://myanimelist.net/anime/2025/Darker_than_Black__Kuro_no_Keiyakusha
476,https://myanimelist.net/anime/1367/Detective_Conan_Movie_08__Magician_of_the_Silver_Sky
477,https://myanimelist.net/anime/21419/Detective_Conan_Movie_18__The_Sniper_from_Another_Dimension
478,https://myanimelist.net/anime/27833/Durararax2_Ketsu
479,https://myanimelist.net/anime/10643/Gintama__Dai_Hanseikai
480,https://myanimelist.net/anime/38081/Girls___Panzer__Saishuushou_Part_2
481,https://myanimelist.net/anime/2449/Koukaku_Kidoutai__Stand_Alone_Complex_-_The_Laughing_Man
482,https://myanimelist.net/anime/11771/Kuroko_no_Basket
483,https://myanimelist.net/anime/22145/Kuroshitsuji__Book_of_Circus
484,https://myanimelist.net/anime/23317/Kuroshitsuji__Book_of_Murder
485,https://myanimelist.net/anime/35062/Mahoutsukai_no_Yome
486,https://myanimelist.net/anime/41402/Mairimashita_Iruma-kun_2nd_Season
487,https://myanimelist.net/anime/339/Serial_Experiments_Lain
488,https://myanimelist.net/anime/1382/Yuusha-Ou_GaoGaiGar_Final
489,https://myanimelist.net/anime/1471/City_Hunter_2
490,https://myanimelist.net/anime/38668/Dorohedoro
491,https://myanimelist.net/anime/3665/Ginga_Eiyuu_Densetsu_Gaiden_1999
492,https://myanimelist.net/anime/1974/Glass_no_Kamen_2005
493,https://myanimelist.net/anime/8425/Gosick
494,https://myanimelist.net/anime/17739/Hidamari_Sketch__Sae_Hiro_Sotsugyou-hen
495,https://myanimelist.net/anime/237/Koukyoushihen_Eureka_Seven
496,https://myanimelist.net/anime/21557/Omoide_no_Marnie
497,https://myanimelist.net/anime/1559/Shijou_Saikyou_no_Deshi_Kenichi
498,https://myanimelist.net/anime/4918/xxxHOLiC__Shunmuki
499,https://myanimelist.net/anime/50346/Yofukashi_no_Uta
500,https://myanimelist.net/anime/2164/Dennou_Coil
